"screen_name","content","mentions"
"@StuHirstInfoSec","We’re looking for an awesome InfoSec Risk Leader to head up a growing team at Just Eat Takeaway!!! -we’re looking f… https://t.co/YOnUQgdYba",""
"@AlyssaM_InfoSec","I demand to know why this ticket was not represented on my ballot. I'm also offended I wasn't asked to join the cam… https://t.co/zdN0LbyS2Q",""
"@three_cube","Become an Open Source Intelligence(OSINT) Expert! \nLearn to Harvest the Intelligence from the Internet.\n\n#osint… https://t.co/yC7g9uMxo5",""
"@reach2ratan","BrandPost: How to Monitor Sensitive Data and Stop Exfiltration via the Network https://t.co/cXxjnKNszr… https://t.co/adjpTW9MXZ",""
"@3XS0","#FREE 2ಠ2ಠ ♥\nMobaXterm Professional Edition v20.5 Full Activated – Discount 100% OFF https://t.co/Joixus9aMb\n\nLink… https://t.co/FEetzCxk2Q",""
"@Tmaring0323","#Cybercriminals don’t take a break, even in a #COVID-19 world . @TrackerPayton was spot on when she said that cyber… https://t.co/faonYCLHdH","@TrackerPayton"
"@BlackBerry","Don't miss out on this webinar for practical cybersecurity tips you can implement immediately. https://t.co/F9w2qK4X5e",""
"@PaloAltoNtwks","We’re so excited to announce James Corden as our host for Ignite ’20. Join him and all our other amazing speakers w… https://t.co/2vXI7dnS96",""
"@Gizmodo","Mattel said the attack “caused data on a number of systems to be encrypted.” https://t.co/p5CFP2mrAE",""
"@rickasaurus","I've been thinking about how quickly we could turn around software 10 years ago, and it's a shame things have falle… https://t.co/zLOM0uz8qw",""
"@ArkoseLabs","Our very own @vanitatewari  had the opportunity to sit down with @NeilWalsh_UN to discuss a variety of topics relat… https://t.co/MEDPByWWOU","@vanitatewari|@NeilWalsh_UN"
"@WEtechAlliance","TECH IT OUT! The latest #Tech News in #YQG &amp; #CKont:\n\n• @MyTersano changing the way the world cleans\n•… https://t.co/IH0vuIrxbN","@MyTersano"
"@mollymotoole","Director of the Cybersecurity and Infrastructure Security Agency (CISA) -&gt; https://t.co/UZYU3CkBlM",""
"@pdesouza","@AuroraSecurIT we strongly agree that to ensure #cybersecurity at home, students and staff should follow three prin… https://t.co/Z11SIejhsw","@AuroraSecurIT"
"@AlyssaM_InfoSec","@shortxstack Yeah I know lots of parents dealing with this exact same struggle and I'm not sure it even matters if… https://t.co/MNIjno9Du5","@shortxstack"
"@202natt","Experts are still worried about cybersecurity. It could be easily accessible for hackers and foreign adversaries to… https://t.co/O9R2aEMMHa",""
"@mindcrypt","91 Best Digital Forensics Books of All Time #forensic #DFIR #cybersecurity #book - https://t.co/vNRdETHCCJ",""
"@pdiscoveryio","We FOSS another tiny utility that let you post all your burp collab incoming connections directly to discord/slack,… https://t.co/PoZqp84pJx",""
"@reach2ratan","Finnish therapy clinic’s CEO fired after despicable data breach and blackmail threats https://t.co/5gVxCtvnJL… https://t.co/sPiq5Zugkr",""
"@Hakin9","Arcane is a simple script designed to backdoor iOS packages (iphone-arm) and create the necessary resources for APT… https://t.co/HaKi4im7hT",""
"@DebugPrivilege","Toy maker Mattel discloses ransomware attack https://t.co/HAjGsuOVW9",""
"@UTSA","UTSA partners with MITRE to develop a culture of cybersecurity among K-12 students. Students will improve their kno… https://t.co/KbyaQEyJCw",""
"@ingliguori","Everything You Need to Know About the #InternetOfThings https://t.co/8y8KcAki3F by \n@PhxInternet via @ingliguori… https://t.co/P0GZn40YKl","@PhxInternet|@ingliguori"
"@mrmdhaynes","I'm looking for someone with a psychology background and whom has an interest in Cybersecurity. \n\nLet's have a chat :)",""
"@demonslay335","#Lock2Bits #Ransomware seems to be rebranding as ""LuckyDay"". Extension "".luckyday"", note ""File Recovery.txt"" (… https://t.co/NRtNBOjKBT",""
"@TamaraMcCleary","Enterprise Internet of Things (#IoT) #cybersecurity https://t.co/2V2dliBpy9 https://t.co/uLqH84Gbg3",""
"@AlyssaM_InfoSec","@cmclymer Not to mention at least three trans women representing at the state level","@cmclymer"
"@iMeluny","Stop excusing racist behavior, white folks in #infosec.\n\n“Good people” do not support white supremacy for any reaso… https://t.co/zGEoDWmAXm",""
"@cnoanalysis","Good Threat Intelligence is a parable.  A story with a lesson meant to cause the reader to take action.… https://t.co/1bdcuELr0x",""
"@Shirastweet","#ElectionDay2020 seems to have been #hack free - #CyberSecurity officials are still bracing for #cyberattacks… https://t.co/D51tyCP04S",""
"@NetOfEverything","Amazon MQ Update – New RabbitMQ Message Broker Service | https://t.co/LYocxBf7wN | #iot #internetofthings #cybersecurity #ai",""
"@abdolrhman_mo","U know what?\nPython became my favourite programming language 🐍\nIts done ✌️\n\n#100DaysOfCode #javascript #programming… https://t.co/SEBZIyDvJ7",""
"@avrohomg","Can you maintain #CyberSecurity Hygiene in Turbulent Times?\n\n#ad\n#patchmanagement #automation… https://t.co/wjrFsdEWgu",""
"@three_cube","Metasploit Basics for Hackers, Part 11: Exploiting File Format Vulnerabilities in MS Word #metasploit… https://t.co/TJePLLSHjx",""
"@noconnametv","🔊 Sábado 7 Nov 22:00h \n\n📌 #cybersecurity #news 👉🏼 ffuente\n📌 #writeup #mini #crypto #ctf 👉🏼 @nico_yn0 \n📌 Detección d… https://t.co/VGxthXTtjI","@nico_yn0"
"@BenC_InfoSec","@realDonaldTrump And EVERY vote needs to be counted.  Then you will go away.","@realDonaldTrump"
"@CDWGWAGov","The Checklist: Build Your Defense-in-Depth Strategy #coding #100DaysOfCode #ethicalhacking #cybersecurity #reacts… https://t.co/KhaUdaldVj",""
"@PenTestMag","Finding Path Traversal Vulnerability\n\nhttps://t.co/DbeDm9JUbn\n\n#pentest #magazine #pentestmag #pentestblog #PTblog… https://t.co/EqCAlXtC6L",""
"@MJDutch","Join myself and @Mandiant Sr. Vulnerability Engineer Jacob Thompson on Nov. 12 for a webinar that provides an overv… https://t.co/HIHWEqxLTV","@Mandiant"
"@ipfconline1","Who’s an Ethical Hacker?\n\nhttps://t.co/TttCe1oiyr v/ @simplilearn\n#CyberSecurity #AI #MachineLearning\n\nCc… https://t.co/agTpw5tySV","@simplilearn"
"@THT_Resmi","Öğrenmesini istediğin arkadaşını yorumlarda etiketlemeyi unutma!\n\n#cybersecurity #cyber #security #cyberpunk… https://t.co/HcZCn4Mr1b",""
"@Sandeepkr_1","@PIBHomeAffairs @PMOIndia\nAren't Banning Chinese Loan Apps\nWhereas, Philippines Govt. Is  Serious About Their Citiz… https://t.co/PxjTH5OgzD","@PIBHomeAffairs|@PMOIndia"
"@Infosec_Rogue","1) Biden is wins the election.\n2) Trump streamlines the investigation into Biden’s involvement in The Ukraine, Bide… https://t.co/Wax6CWNQ9w",""
"@zixer83","Jak pan Mateusz zachęcał do protestów w Internecie to chodziło bardziej o DDoS czy ransomware?",""
"@lynn_dohm","How do allies support representation in the #cybersecurity workforce? Join this @awscloud @WiCySorg webinar on Equi… https://t.co/yzg2dJ8Mwl","@awscloud|@WiCySorg"
"@PeterVolper","The Mexico CyberSlide features some of the most innovative cybersecurity companies in Mexico:… https://t.co/usYa9n8b6K",""
"@SaimaRa52073090","https://t.co/U1DVFfAscN Get hired me as your personal $maths $#assistant on #fiverr #100DaysOfCode #Machinelearning… https://t.co/AMNyDIDG7U",""
"@GothestSloth","@RioSlade Sweet, next up: tainted caviar, rotting yacht hulls, a very specific ransomware that only infects AMEX black cards...","@RioSlade"
"@izag82161","💻 20/11/04/R2D28 #100DaysOfCode\n\n🔶 Review\n□ #Flutter\n☑︎ #Linux #C #Algorithm -piping etc\n□ #MachineLearning\n☑︎… https://t.co/FiWpORaTl7",""
"@U_2_B","Upskill yourself with free courses on programming, cybersecurity, algorithms, and analytics by Princeton University… https://t.co/xdHTufcCpi",""
"@McKinsey","Utility companies have observed characteristics that make the sector especially vulnerable to contemporary cyberthr… https://t.co/keKPH7V4ZB",""
"@Blake_RESISTS","The US's top cybersecurity agency just threw cold water on Trump's claim that election results in battleground stat… https://t.co/3l2nZVAKTh",""
"@Portsmouthhigh","Good luck Mrs Trim #i25awards - we are all so proud of the work you do with #CyberSecurity both in and out of schoo… https://t.co/VrmpkkET7I",""
"@TimoHirvonen","How would you exploit this UAF :)?\n\n“Discovery and analysis of a Windows PhoneBook Use-After-Free vulnerability (CV… https://t.co/GIDsQyX4N3",""
"@Infosec_Taylor","If the option is to punch nazis or not punch nazis....always punch nazis. It's the proper thing to do. https://t.co/ompZB7ffY3",""
"@Milad_Pc","CVE-2020–14882 #Weblogic Unauthorized bypass RCE\n\nhttps://t.co/38XF7ojfBl\n\n#oracle #cve #pentest #cybersecurity… https://t.co/TQ5rETv5OQ",""
"@reach2ratan","Researchers: LinkedIn, Instagram Vulnerable to Preview-Link RCE Security Woes https://t.co/fok819SS0f… https://t.co/mU2AmeVm9U",""
"@Hakin9","Inside you will also find writeups on bug bounty findings. This more hands-on approach will show you how to use you… https://t.co/8fWAsaZcgr",""
"@certik_io","⚡️Client Spotlight⚡️We’re happy to announce @bitbns have audited the contracts empowering the implementation of the… https://t.co/hTnnNF0fKi","@bitbns"
"@Politicsinsider","The US's top cybersecurity agency just threw cold water on Trump's claim that election results in battleground stat… https://t.co/08paAjbaW1",""
"@AlyssaM_InfoSec","@BettyBowers @_cosmonaught_ Oh you mean like we didn't do with FoxConn?","@BettyBowers|@_cosmonaught_"
"@USCERT_gov","Read about Adobe’s security updates for Acrobat and Reader at https://t.co/GjDjv9Ve72. #Cyber #Cybersecurity #InfoSec",""
"@GetCyberSafe","If your device is infected with #ransomware, don't panic! Follow these simple steps:\n\n👉 Avoid paying if you can\n👉 D… https://t.co/RBh2Sog4VE",""
"@EY_US","With the remote workforce likely to increase beyond the pandemic, the need for more sophisticated #cybersecurity so… https://t.co/Gmg0eWrLX2",""
"@ChuckDBrooks","Kindly check out our latest article: 5G Is Here: Get Ready for the Cybersecurity Battles of Tomorrow\n\nBy Paul Ferri… https://t.co/hL6WTv6EIK",""
"@bulbi59","La #sécurité des paiements via @RagusoSergio, #Cybersecurity ❣️☮️🙏😷🐒 #LBB59, @Nicochan33, @mdrechsler, @PVynckier,… https://t.co/W4N0CTa9g3","@RagusoSergio|@Nicochan33|@mdrechsler|@PVynckier"
"@CioAmaro","yeah!\nCybersecurity Skills Framework - TECHNATION \n#Infosec #CyberSecurity #CyberAttack #Hacking #Privacy #Threat… https://t.co/NJeq6ic0Vj",""
"@ic0nz1","We just released a new version of our Tool TLS-Scanner.\nThe new version can detect the direct variant of the Raccoo… https://t.co/IQPx1qNfGW",""
"@StaySafeOnline","T-minus 5 days until #cybercareerweek and all the activities start. There is still time to register for upcoming li… https://t.co/R20sQuR3vx",""
"@Veeam","Veeam helps secure your data and reconcile attacks so when ransomware gets in, you’ve got a way out. Join Veeam at… https://t.co/kJaFwWYFeG",""
"@DIOSecurity","There’s another bootcamp for Networking and Cybersecurity called NextGenT that pretty much has no upfront costs. Th… https://t.co/9J5X9RLIEm",""
"@sallyeaves","It's #Security at heart of #strategy Holistically modernising #data protection putting you in control of #BigData o… https://t.co/T5B58z2Rg4",""
"@sashax2_","Get #custom #mug #tshirt #design on #fiverr #fiverrgigs\n#100DaysOfCode #Machinelearning #IoT #100DaysOfMLCode… https://t.co/a1JOHU7hpL",""
"@j_opdenakker","This thread is specially for the newcomers in #infosec\n\nIf you have any unanswered infosec related questions feel f… https://t.co/IlXSTa6jea",""
"@pry0cc","Ooooo CVE-2020-3556\n\nCisco AnyConnect RCE (Authenticated RCE)\n\nhttps://t.co/heeffL1kAf\n\nhttps://t.co/pFOuwOK0sy",""
"@reach2ratan","Majority of Microsoft 365 Admins Don’t Enable MFA https://t.co/McfcIpEa2t\n\n#CyberSecurity #digital #Hackers… https://t.co/s6NaDBqVek",""
"@DIGITALEUROPE","In such an important day for EU-US relations, we were pleased to meet @AMEngtoft, Denmark's tech ambassador 🇩🇰\n\nWe… https://t.co/3LliQn5HNf","@AMEngtoft"
"@ingliguori","Skills may need to be developed to create an in-house #AI https://t.co/5AACIbB4q7 \n@McKinsey via @ingliguori… https://t.co/9mVENVhD1L","@McKinsey|@ingliguori"
"@Infosec_Taylor","It's already going to be an emotionally tiring week... you don't have to pile onto it, job. 😔 https://t.co/qQn6dcz5Er",""
"@tazkiyahthought","@mahnoorhk Many people didn’t vote for him because of his own self-policing views on the majority of Muslims w/i th… https://t.co/vEdMLNgolK","@mahnoorhk"
"@ValeryMarchive","La #cyberattaque de #ryuk chez @SopraSteria ? Il y a donc Guillaume Poupard, de l'@ANSSI_FR, pour en parler. Et pui… https://t.co/W8j5K0OPuG","@SopraSteria|@ANSSI_FR"
"@CSOonline","10 organizations that promote #diversity in #infosec\nhttps://t.co/Ua7wSnugEA\n\n@ICMCP_ORG\n@WiCySorg\n@IOBSE1\n@wisporg… https://t.co/s9C1x4aZQs","@ICMCP_ORG|@WiCySorg|@IOBSE1|@wisporg"
"@Fabriziobustama","Police to Livestream Ring Camera Footage of Mississippi Residents\nBy @threatpost https://t.co/tiEKrZEf9s\n#Cloud… https://t.co/ZqloAt9gCw","@threatpost"
"@Fabriziobustama","Spike in Emotet activity could mean big payday for ransomware gangs \nBy @ZDNet https://t.co/N37BGIzN7o\n#Ransomware… https://t.co/KZdZhaeo1f","@ZDNet"
"@certik_io","Keep in mind that an #audit isn’t a legal #verification of a secure code, but rather proof that your code has been… https://t.co/ie6kW7bIjO",""
"@RagusoSergio","🤔 Outsmarting the PIN code #CyberSecurity #cybercrime \n\nVia 👉 https://t.co/Q97Fkm41SF\n\n@Victoryabro @DrJDrooghaag… https://t.co/lqOuwgFxzu","@Victoryabro|@DrJDrooghaag"
"@NISTcyber","T-minus 5 days until #CyberCareerWeek when all the activities begin! There’s still time to register for upcoming vi… https://t.co/kAt0bH9UDa",""
"@DougITPro","Shout out to our peers in cybersecurity, who appear to have successfully defended the voting part of our election p… https://t.co/dQ8OZK7Gxe",""
"@ptracesecurity","Hacking in an epistolary way: implementing kerberoast in pure VBA  https://t.co/maIxj4cerW  #Pentesting #Hacking… https://t.co/kQKVjHWIlG",""
"@threatpost","Toymaker #Mattel revealed it was a victim of a #ransomware attack that successfully encrypted some data and tempora… https://t.co/iU9gr5bOco",""
"@DAkacki","@AlyssaM_InfoSec “Hi.” https://t.co/KttiDcNoTn","@AlyssaM_InfoSec"
"@IPvZero","Cybersecurity people! I just wrote a Digital Forensics blog post for @CBTNuggets highlighting the 5 best tools to u… https://t.co/MmF1ThlmqB","@CBTNuggets"
"@technawidotnet","دورة اساسيات إختبار الإختراق (22+ ساعة باللغة العربية)\n\nhttps://t.co/RNDkdeSFad\n\n#امن_المعلومات \n#CyberSecurity",""
"@Hakin9","Yeti - Your everyday threat intelligence https://t.co/hjRHsAn5sz \n\n#infosec #hacking #hackers #Pentesting… https://t.co/InspQNaxnz",""
"@BMCSoftware","The 2020 BMC Mainframe Survey provides new insights into just how quickly enterprises rejuvenate #mainframes as par… https://t.co/ojLwAt38TX",""
"@Rortek_LLC","Russian cybercriminal sentenced to prison for role in $100 million botnet conspiracy. \n#Cybersecurity  https://t.co/5KZIn1Nbuk",""
"@mujeeble","Hey check out programming language's place of birth🤱😆\n#DEVCommunity #100DaysOfMLCode #Machinelearning #Python… https://t.co/ryAIbrwebw",""
"@GossiTheDog","infosec you've been playing too much Amongst Us https://t.co/TaglQDfkwZ",""
"@demonslay335","#STOP #Djvu #Ransomware w/ extension "".vpsh"" (v0262) spotted on ID Ransomware.",""
"@rez0__","Responsible Disclosure gets all his accounts closed by @Chase. Is this how you treat helpful people? #infosec\nhttps://t.co/ZERVoYV6y1","@Chase"
"@gynvael","After a long crunchtime I finally have time to do some livestreams - including one today at 8PM CET. I don't have a… https://t.co/FprulgNoFq",""
"@Alonso_ReYDeS","Disponible el video del Webinar Gratuito: ""Recopilar Información con Kali Linux 2.0"" #hacking #cybersecurity… https://t.co/kYqcpYOPod",""
"@hackerfantastic","CVE-2020-14871 had been exploited and distributed in the wild to numerous groups since at least October 6th 2014. T… https://t.co/X8MB7bVERE",""
"@TamaraMcCleary","When coffee makers are demanding a ransom, you know #IoT is screwed https://t.co/dXggOMoyt6 #cybersecurity https://t.co/DdlisXSTHt",""
"@Gulalai_Ismail","Pakistan has a serious problem of violent religious extremism perpetuated through education, media,mosques&amp;Madrassa… https://t.co/WKIchpr6Gz",""
"@CyberSec_Chris","Managing risk is harder than ever, making it all the more important for enterprises to use care and sophistication… https://t.co/BuiQFZfLW5",""
"@Fisheyebox","#DataScience Curve\n\n#BigData #Analytics #MachineLearning #AI #IoT #IIoT #Python #RStats #JavaScript #TensorFlow… https://t.co/ejtFpYHiGd",""
"@shanvav","After a quiet election night on the cyberattack front, officials preach vigilance — &amp; while votes are still counted… https://t.co/g29025p1Z3",""
"@e_kaspersky","Para mis seguidores hispanoparlantes: los invito a leer mi nueva columna para @Forbes_Mexico  sobre el ransomware y… https://t.co/eY6xXbqoX1","@Forbes_Mexico"
"@coding_monkeys","When your code crashes 20minutes before meeting the client 😂⁣\n\n#Python #rstats #java #javascript #AWS… https://t.co/NQj5WPb41v",""
"@eldracote","IPv6 has been in everybody's mind for a long time. Is it time to focus on IPV6 issues regarding IoT or not? Should… https://t.co/ntedoKO5as",""
"@snlyngaas","After a quiet election night on the cyber front, officials preach vigilance as results come in https://t.co/DNBiBSCsvH",""
"@bl4sty","For what it's worth, should be a piece of cake to adapt to work with CVE-2020-8835 (as used by @_manfp at Pwn2Own 2… https://t.co/x4v53zFTbo","@_manfp"
"@StaySafeOnline","10 ways you can celebrate National Cybersecurity Career Awareness Week from @NISTcyber &amp; #NICE https://t.co/gt1KZAEW6C","@NISTcyber"
"@SourabhSKatoch","This AI Takes a Video and Fills the Missing Pixels Behind an Object ! Video Inpainting.\n\nhttps://t.co/nZ2ocpQKDf… https://t.co/ttxoxOuc9P",""
"@blenster","@AlyssaM_InfoSec Here's one of my parents doggos: https://t.co/r9BKPW7t4j","@AlyssaM_InfoSec"
"@three_cube","Mr. Robot Hacks: How f/society Successfully Ransomed Evil Corp for $5.9M\n\n#ransomware #mrrbot #mrrobothacks… https://t.co/Lbeh21jVnX",""
"@three_cube","Mr Robot Hacks: How Elliot Hid Data in Audio Files #mrrobot #mrrobothacks #stegonography #cybersecurity… https://t.co/DqzaROgGRh",""
"@ptracesecurity","GWTMap: map the attack surface of Google Web Toolkit based applications  https://t.co/rqQ5TAHNIP  #WebSecurity #GPS… https://t.co/fqCIQ6cYBM",""
"@bl4sty","The Linux (e)BPF bytecode verifier, the gift that keeps on giving! Wrote an exploit for CVE-2020-27194. :-) Shout o… https://t.co/p0dfjSfCtU",""
"@AlyssaM_InfoSec","@Snubs It actually physically hurt to read that. I'm just dumbfounded by the hopeless level of ideological subversi… https://t.co/5qsRrTLPyX","@Snubs"
"@cybercellviit","𝘿𝙤 𝙮𝙤𝙪 𝙘𝙝𝙚𝙘𝙠 𝙮𝙤𝙪𝙧 𝙢𝙖𝙞𝙡𝙨? \n\n#cybersecurity #CyberMonday #CyberAttack #Cybermonday2020 #cyberpunk #Cybertea… https://t.co/2BGYUkNzqq",""
"@AlyssaM_InfoSec","@Dixie3Flatline Nope, just ignoring the media until every state has declared it's winner. F**k projections, I just want answers and facts.","@Dixie3Flatline"
"@hackthebox_eu","Last Month's #HTB #Meetups! 🍁\n13 cities, 10 countries &amp; 1 special anniversary 🎊\nCheck out if any #HackTheBox… https://t.co/mPaSQtFsUH",""
"@mirko_ross","💣 Good by #Intel code signing #CyberSecurity implementation\n\n""Researchers have extracted the secret key that… https://t.co/z4KeEcMU0e",""
"@three_cube","The CyberWarrior Wisdom of Master OTW #wisdom #otwwisdom #cybersecurity #cyberwarrior\n\n3. If a service is free, you… https://t.co/O1QIIA8iCT",""
"@archonsec","#cybersecurity #infosec    VIA @securelist    APT trends report Q3️⃣ 2020👇    @chuckdbrooks @mclynd… https://t.co/YB0CbzM3sf","@securelist|@chuckdbrooks|@mclynd"
"@IIoT_World","Providing solutions for the early detection of threats and vulnerabilities in both IT and OT, @TrendMicro can help… https://t.co/fzCJyoY71m","@TrendMicro"
"@womenknowcyber","These #Women Know #Cybersecurity.. Professor of Criminology &amp; Security Studies @DrAlisonsTweets | Privacy Architect… https://t.co/5k5hZHKLZ5","@DrAlisonsTweets"
"@robmay70","⭕ Scammers are exploiting a legitimate @Google Drive feature to spread #Malware  https://t.co/GPFMsRr6Uv… https://t.co/bzFPUttKh9","@Google"
"@antgrasso","With accelerating technology innovation, Medical Devices are becoming more sophisticated and more connected.\n\nSourc… https://t.co/yISduX5F5n",""
"@CNET","Election Day was hack free, but cybersecurity officials are still bracing for attacks https://t.co/Ubcw9oDAmd",""
"@Key_B2B","Raise your hand if you’re frustrated with password creation on your favorite e-commerce site, email client, or soci… https://t.co/9dGXB7gLsV",""
"@rainman_a","Ok twitter fam. A friend reached out to me yesterday and asked me to help write a high school and middle school cur… https://t.co/7Wu9vLc6gG",""
"@BHinfoSecurity","Getting Started in Infosec?\n\n@strandjs is teaching an introductory/practical application course on the fundamentals… https://t.co/IaEDij1rnj","@strandjs"
"@HackLabGirlsLT","Mañana estaremos en @intocc hablando de nuestra experiencia participando en el evento y ctf de  #sombrerosblancos !… https://t.co/aSLMEZTxYm","@intocc"
"@NewGenDeveloper","checking out c# ...\n#reactjs #React #javascript #100DaysOfCode #CodeNewbie #CodeNewbies  #programming #DEVCommunity… https://t.co/hGd5VwNE2X",""
"@PatchMyPC","In our latest preview update, you can now bulk match #CVEs to updates and publish available updates on-demand! 🛡🛡🛡… https://t.co/odQeo2H7jL",""
"@infosec_j","@Goodish_Will Holy FUCK, well fucking played https://t.co/YlwwWuYGla","@Goodish_Will"
"@cveducators","Big change is coming to @CVESDNews.  Congratulations to Lucy Ugarte &amp; Kate Bishop. Time for progressives at the tab… https://t.co/7iazTBOJaW","@CVESDNews"
"@three_cube","Web App Hacking: Hacking Web Form Authentication with Burp Suite #burp #webapphacking #cybersecurity #CyberWarrior… https://t.co/RcSTmzOCVy",""
"@three_cube","Learn how Elliot does all those hacks in ""Mr Robot""\n\nMr. Robot Hacks, Nov. 17-19\n\nAlthough this is a fun course, it… https://t.co/kIZrxOQLT4",""
"@StrangeBeeInc","Want to use @TheHive_Project  with Elasticsearch 7 and have to update your indexes ? We published our first… https://t.co/TRKQe8gE3g","@TheHive_Project"
"@Paula_Piccard","The Cybersecurity Myths We Hear Ourselves Saying #Cybersecurity #security  https://t.co/3vahQD9F0P",""
"@Fisheyebox","How to build #IntelligentEnterprise?\n\n#DataScientist #selfdrivingcars #BigData #Analytics #DataScience #AI… https://t.co/iPeNN4C1Kx",""
"@notthassan","Stop putter one over the other they both have similar policies and support CVE",""
"@ofjaaah","https://t.co/RRVD2H2mbd\n\nExploit for WebSocket Vulnerability in Apache Tomcat (CVE-2020-13935).\n\n#bugbounty #bugbountytips #github",""
"@PinakiLaskar","#AI maturity model.\n\n#DataScientist #selfdrivingcars #BigData #Analytics #DataScience #ArtificialIntelligence #IoT… https://t.co/yjzol2xNBp",""
"@bee_sec_san","AMA about content / DFIR / Infosec with @CMNatic , @RealTryHackMe 's newest staff member and Docker obsessed phanto… https://t.co/97qZGd5n6X","@CMNatic|@RealTryHackMe"
"@SentinelOne","🥃. Time to revisit the basics. Use this list to upscale your #cybersecurity resistance &amp; protect your business.… https://t.co/3YW2JjiHci",""
"@novapbs","Wildlife conservationists, cybersecurity specialists, and software engineers are teaming up to turn the tables on p… https://t.co/iTUG9Wq7nL",""
"@cyberpeacecorps","It is very difficult for someone to install stalkerware on your computer🖥️ without having access to it.\n\nHowever st… https://t.co/YU42nvcILu",""
"@Dahir_Qeys","Today I,have participated decoration and garbage collection in Dolow police station through #isxilqan organized by… https://t.co/99ZaKG4RZh",""
"@EU_Finance","On 11 Nov. our experts will present the @EU_Commission's ‘Digital Operational Resilience Act' (DORA), which aims to… https://t.co/XtBbx4ngJz","@EU_Commission"
"@NorthernMichU","Northern Michigan University alumnus William Provost ('20 BS, '13 MA, '10 BS) recently became the first to complete… https://t.co/Nx9Dh2LrDi",""
"@reecdeep","😈#Dridex #Malware targeting #Italy 🇮🇹\n\n⚙️https://t.co/iPEkPWPqUZ\nDropurls: https://t.co/2J2q6Tghkz\n\nc2:🔥\n193.37.215… https://t.co/cdI4etWXLt",""
"@Todd_Bonzales","Automatically blaming Russians is a stupid habit, unless you're talking about Ransomware.  That is the Russians.",""
"@NIST","Join us for National Cybersecurity Career Awareness Week, Nov. 9-14! The NIST National Initiative for Cybersecurity… https://t.co/hFKb7ki4Qs",""
"@Infosec_Taylor","If you're going to try and be sneaky logging on to do work on your day off because it's your birthday.... you're go… https://t.co/S91rIkwcEP",""
"@CybersecuritySF","According to Cybersecurity Ventures @CybersecuritySF (via Cybercrime Magazine), worldwide spending on… https://t.co/3chu7N1Q9X","@CybersecuritySF"
"@noazark","And open source all of the software involved. And keep it simple. And let the entire infosec research community ham… https://t.co/nDmAerVPLw",""
"@AlyssaM_InfoSec","Yay!! Crisis averted. A co-worker sent me a bean box a while back and I forgot I still had two pouches left and in… https://t.co/F5LzBbM4Yn",""
"@Hakin9","NERVE - Network Exploitation, Reconnaissance &amp; Vulnerability Engine https://t.co/r9jq9G9Ywo \n\n#infosec #hacking… https://t.co/4VyeMQeTcc",""
"@DrJDrooghaag","🔵 Cyber Security is a shared responsibility which requires inclusion and human-centric collaboration\n\n👉… https://t.co/v7l1umcZoS",""
"@AlyssaM_InfoSec","Shit, this was not the morning to discover that I am out of coffee. https://t.co/YTMlDiQgrq",""
"@cybersecstu","Tomorrow on @TheManyHatsClub podcast we have the amazing @CyberIanUK on live.. I literally have no idea how this is… https://t.co/Mcb5D3dbNJ","@TheManyHatsClub|@CyberIanUK"
"@AlyssaM_InfoSec","My goal for today, ignore the election news. I can't tell whose info is correct, whose logic is actually wishful th… https://t.co/6K14Obk4er",""
"@enricomolinari","#govtech influencer 👉 https://t.co/BPlmswLSPz\nTY @nodexl @NodeXL_Mktng @marc_smith @smr_foundation\n\n@govtechnews… https://t.co/Qm79q4owfq","@nodexl|@NodeXL_Mktng|@marc_smith|@smr_foundation|@govtechnews"
"@RachakondaCop","#Beware\nAny Bank or Bank Employees never ask your account number/Password/OTP/PIN/CVV through Calls/SMS/EMails. If… https://t.co/ySrAiTIMwT",""
"@faker_","My analysis of a cheap IP camera.\nTLDR: Even if you deploy this camera behind a NAT device and change the password,… https://t.co/Khw0MFpxMO",""
"@_johnhammond","TOMORROW at 2:00 PM ET I'll be chatting once again with @YesItsKathleen about #cybersecurity #jobs and #career… https://t.co/D2sOyCs4PS","@YesItsKathleen"
"@SecurityPolCH","We wanted to know: What is Switzerland's #cybersecurity capacity? Its strengths &amp; weaknesses? \n\nWe invited the… https://t.co/dNuCl5vRJO",""
"@AlyssaM_InfoSec","This accurately sums up my mood at the moment. https://t.co/k9HQfQnY2u",""
"@Umberto_Rapetto","I ""CLICK DAY"" PORTANO SFIGA O SIAMO UN PAESE DI INCAPACI TECNOLOGICI?\nregalati un sorriso perdendo 5 minuti per leg… https://t.co/n5WVWhBCJu",""
"@nmedia82","https://t.co/Unohu4v7Vw\n\nNow import your all #WooCommerce #Products with Google Sheet, Fill your #Google Sheet with… https://t.co/DJ4MlypRae",""
"@hackermaderas",".@EFF &amp; media outlets (@Vice, @motherboard, @WiredUK): Ive predicted the course/events of surveillance/InfoSec doze… https://t.co/osUygodGav","@EFF|@Vice|@motherboard|@WiredUK"
"@CyberChallengIT","Registration for the admission tests ends on 17 January and will give hundreds of girls and boys the opportunity to… https://t.co/JP1QBjEAQk",""
"@reach2ratan","TrickBot Linux Variants Active in the Wild Despite Recent Takedown https://t.co/qlp8nnOpol\n\n#CyberSecurity #digital… https://t.co/CubSAGwmxe",""
"@helpnetsecurity","iStorage launches diskAshur M2, a portable PIN authenticated, hardware encrypted SSD - https://t.co/wjVEv8XJbY -… https://t.co/4eoITT86jQ",""
